Target gene,Representative transcript,Gene name,3P-seq tags + 5,Conserved sites total,Conserved 8mer sites,Conserved 7mer-m8 sites,Conserved 7mer-A1 sites,Poorly conserved sites total,Poorly conserved 8mer sites,Poorly conserved 7mer-m8 sites,Poorly conserved 7mer-A1 sites,6mer sites,Representative miRNA,Cumulative weighted context++ score,Total context++ score,Aggregate PCT,"Previous TargetScan publication(s)
"
Cadm2,ENSMUST00000114292.2,cell adhesion molecule 2 ,17,2,0,0,2,0,0,0,0,3,mmu-miR-141-3p,-0.08,-0.1,0.56,"2007, 2009, 2011
"
Rnf165,ENSMUST00000026494.8,ring finger protein 165 ,56,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.08,-0.18,0.37,2011
Sik1,ENSMUST00000024839.4,salt inducible kinase 1 ,269,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.08,-0.13,0.37,"2007, 2009, 2011
"
Gm5423,ENSMUST00000168554.1,predicted gene 5423 ,2,1,1,0,0,0,0,0,0,2,mmu-miR-141-3p,-0.08,-0.08,< 0.1,"
"
Pex5,ENSMUST00000112532.2,peroxisomal biogenesis factor 5 ,1325,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.08,-0.08,< 0.1,"2005, 2007, 2009, 2011
"
Uba6,ENSMUST00000039373.8,ubiquitin-like modifier activating enzyme 6 ,710,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.08,-0.11,0.37,"2007, 2009, 2011
"
Tmem229b,ENSMUST00000070174.8,transmembrane protein 229B ,8,1,1,0,0,0,0,0,0,2,mmu-miR-141-3p,-0.08,-0.08,< 0.1,"2007, 2009, 2011
"
Zfp618,ENSMUST00000107415.2,zinc finger protein 618 ,72,1,0,1,0,0,0,0,0,0,mmu-miR-200a-3p,-0.08,-0.14,0.37,"
"
Lrp1b,ENSMUST00000052550.7,low density lipoprotein-related protein 1B (deleted in tumors) ,5,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.08,-0.08,0.34,"2005, 2007
"
Kif3a,ENSMUST00000120613.3,kinesin family member 3A ,329,1,1,0,0,2,0,0,2,0,mmu-miR-141-3p,-0.08,-0.27,0.63,"2007, 2009, 2011
"
Tmtc1,ENSMUST00000060095.9,transmembrane and tetratricopeptide repeat containing 1 ,433,1,0,0,1,3,0,2,1,3,mmu-miR-141-3p,-0.08,-0.1,0.58,"2007, 2009, 2011
"
Pdzd2,ENSMUST00000075317.6,PDZ domain containing 2 ,531,1,0,1,0,1,0,1,0,1,mmu-miR-141-3p,-0.08,-0.09,0.37,"2007, 2009, 2011
"
Samd8,ENSMUST00000119430.1,sterile alpha motif domain containing 8 ,121,1,0,1,0,3,0,2,1,3,mmu-miR-141-3p,-0.08,-0.29,0.6,"2009, 2011
"
Foxp2,ENSMUST00000115477.2,forkhead box P2 ,105,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.08,-0.08,0.34,"2009, 2011
"
Cbx5,ENSMUST00000118152.2,chromobox 5 ,1766,1,0,1,0,1,0,1,0,6,mmu-miR-200a-3p,-0.08,-0.34,0.6,"2009, 2011
"
Kcnk5,ENSMUST00000024011.8,"potassium channel, subfamily K, member 5 ",54,1,1,0,0,0,0,0,0,0,mmu-miR-200a-3p,-0.08,-0.08,< 0.1,"2005, 2007, 2009, 2011
"
Sestd1,ENSMUST00000102660.2,SEC14 and spectrin domains 1 ,260,1,1,0,0,1,0,1,0,2,mmu-miR-141-3p,-0.08,-0.11,< 0.1,"
"
Prkce,ENSMUST00000097275.3,"protein kinase C, epsilon ",690,1,1,0,0,2,0,1,1,2,mmu-miR-141-3p,-0.07,-0.07,0.7,"2005, 2007, 2011
"
Ankrd44,ENSMUST00000179030.2,ankyrin repeat domain 44 ,212,1,1,0,0,1,0,0,1,1,mmu-miR-141-3p,-0.07,-0.07,0.76,"2005, 2007, 2009, 2011
"
Pitpnb,ENSMUST00000086635.4,"phosphatidylinositol transfer protein, beta ",1119,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.07,-0.07,0.37,"2005, 2007, 2009, 2011
"
Mtss1,ENSMUST00000080371.6,metastasis suppressor 1 ,347,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.07,-0.09,0.37,"2005, 2007, 2011
"
Sdad1,ENSMUST00000031364.1,SDA1 domain containing 1 ,268,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.07,-0.09,< 0.1,"2005, 2007, 2009, 2011
"
Csnk1g3,ENSMUST00000069597.6,"casein kinase 1, gamma 3 ",195,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.07,-0.23,0.37,"2007, 2009, 2011
"
Med13l,ENSMUST00000100816.4,mediator complex subunit 13-like ,868,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.07,-0.07,0.37,"2007, 2009, 2011
"
CSNK2A1,ENSMUST00000190422.1,Casein kinase II subunit alpha; Csnk2a1 protein  ,5,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.07,-0.07,0.37,"
"
Rbms1,ENSMUST00000028347.7,"RNA binding motif, single stranded interacting protein 1 ",13703,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.07,-0.07,0.37,"2005, 2007, 2011
"
Cdc25a,ENSMUST00000094324.3,cell division cycle 25A ,862,1,0,1,0,1,0,1,0,0,mmu-miR-141-3p,-0.07,-0.07,0.37,"2005, 2007, 2009, 2011
"
Clcn5,ENSMUST00000004428.8,chloride channel 5 ,504,2,1,1,0,1,0,0,1,2,mmu-miR-141-3p,-0.07,-0.08,0.69,2007
Dyrk2,ENSMUST00000004281.8,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2 ,1322,1,0,0,1,2,0,1,1,3,mmu-miR-141-3p,-0.07,-0.09,0.34,"2005, 2007
"
Nub1,ENSMUST00000068825.6,negative regulator of ubiquitin-like proteins 1 ,2008,1,0,1,0,0,0,0,0,0,mmu-miR-200a-3p,-0.07,-0.26,0.37,"2007, 2009, 2011
"
Lrrc8a,ENSMUST00000095078.2,leucine rich repeat containing 8A ,1153,1,1,0,0,1,0,1,0,1,mmu-miR-141-3p,-0.07,-0.07,0.37,"2005, 2007, 2009, 2011
"
Rhpn2,ENSMUST00000032705.7,"rhophilin, Rho GTPase binding protein 2 ",419,1,1,0,0,0,0,0,0,1,mmu-miR-141-3p,-0.07,-0.07,0.63,"2005, 2007, 2009, 2011
"
Rapgef2,ENSMUST00000118100.2,Rap guanine nucleotide exchange factor (GEF) 2 ,262,1,0,1,0,0,0,0,0,0,mmu-miR-200a-3p,-0.07,-0.07,0.37,"2009, 2011
"
Zfp516,ENSMUST00000171238.2,zinc finger protein 516 ,333,1,0,1,0,1,0,1,0,0,mmu-miR-200a-3p,-0.07,-0.09,0.37,"2009, 2011
"
Map3k2,ENSMUST00000096575.3,mitogen-activated protein kinase kinase kinase 2 ,1249,1,0,0,1,2,0,1,1,2,mmu-miR-141-3p,-0.07,-0.08,0.34,"2005, 2007, 2009, 2011
"
Nsun3,ENSMUST00000063089.6,NOL1/NOP2/Sun domain family member 3 ,637,1,1,0,0,0,0,0,0,5,mmu-miR-141-3p,-0.07,-0.1,< 0.1,"
"
Ccnt2,ENSMUST00000112570.1,cyclin T2 ,793,1,0,0,1,0,0,0,0,1,mmu-miR-141-3p,-0.07,-0.07,0.34,"2005, 2007, 2009, 2011
"
Fry,ENSMUST00000087204.5,furry homolog (Drosophila) ,569,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.07,-0.07,0.34,"2007, 2011
"
Kif1c,ENSMUST00000102554.2,kinesin family member 1C ,5983,2,0,2,0,0,0,0,0,1,mmu-miR-141-3p,-0.06,-0.13,0.6,"2005, 2007, 2009, 2011
"
Unkl,ENSMUST00000039734.6,unkempt-like (Drosophila) ,42,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.06,-0.06,0.37,"2009, 2011
"
Zdbf2,ENSMUST00000114132.2,"zinc finger, DBF-type containing 2 ",1869,1,1,0,0,0,0,0,0,4,mmu-miR-141-3p,-0.06,-0.06,< 0.1,2011
Trim36,ENSMUST00000167364.2,tripartite motif-containing 36 ,18,1,1,0,0,0,0,0,0,0,mmu-miR-200a-3p,-0.06,-0.09,0.51,"2005, 2007, 2011
"
Tenm3,ENSMUST00000190840.1,teneurin transmembrane protein 3 ,93,1,0,0,1,0,0,0,0,1,mmu-miR-141-3p,-0.06,-0.08,0.34,"2007, 2011
"
Trim2,ENSMUST00000107692.2,tripartite motif-containing 2 ,601,1,0,0,1,1,0,1,0,1,mmu-miR-141-3p,-0.06,-0.07,0.34,"2005, 2007, 2009, 2011
"
Chd9,ENSMUST00000109614.3,chromodomain helicase DNA binding protein 9 ,402,2,0,2,0,0,0,0,0,2,mmu-miR-141-3p,-0.06,-0.06,0.6,"2005, 2007, 2009, 2011
"
Fbxl20,ENSMUST00000103143.4,F-box and leucine-rich repeat protein 20 ,170,1,1,0,0,3,1,2,0,2,mmu-miR-141-3p,-0.06,-0.1,0.71,"2005, 2007, 2009, 2011
"
Nap1l1,ENSMUST00000065917.9,nucleosome assembly protein 1-like 1 ,8413,1,0,1,0,2,0,1,1,1,mmu-miR-141-3p,-0.06,-0.29,0.37,"2005, 2007, 2009, 2011
"
Rybp,ENSMUST00000101118.2,RING1 and YY1 binding protein ,75,1,1,0,0,0,0,0,0,1,mmu-miR-141-3p,-0.06,-0.18,0.74,"2007, 2009, 2011
"
Arcn1,ENSMUST00000034607.9,archain 1 ,164,1,0,1,0,1,0,1,0,0,mmu-miR-141-3p,-0.06,-0.06,0.37,"2005, 2007, 2009, 2011
"
Slk,ENSMUST00000026043.6,STE20-like kinase ,5393,1,1,0,0,3,0,3,0,2,mmu-miR-141-3p,-0.06,-0.1,0.28,"2005, 2007, 2011
"
Numbl,ENSMUST00000079258.6,numb-like ,371,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.06,-0.06,0.37,"2007, 2009, 2011
"
Plagl2,ENSMUST00000056924.8,pleiomorphic adenoma gene-like 2 ,205,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.06,-0.06,0.37,"2005, 2007, 2009, 2011
"
Zfp607,ENSMUST00000053722.8,zinc finger proten 607 ,33,1,0,1,0,1,0,1,0,3,mmu-miR-141-3p,-0.06,-0.08,0.37,"
"
Tanc2,ENSMUST00000100330.4,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 ",397,2,0,1,1,2,0,0,2,2,mmu-miR-141-3p,-0.06,-0.06,0.58,"2009, 2011
"
Spred2,ENSMUST00000093299.7,"sprouty-related, EVH1 domain containing 2 ",42,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.06,-0.06,0.37,"2007, 2009, 2011
"
Faxc,ENSMUST00000029908.7,failed axon connections homolog (Drosophila) ,133,1,0,1,0,1,0,1,0,3,mmu-miR-141-3p,-0.06,-0.23,0.37,"2009, 2011
"
Rere,ENSMUST00000105682.3,arginine glutamic acid dipeptide (RE) repeats ,443,1,1,0,0,1,0,1,0,2,mmu-miR-141-3p,-0.06,-0.07,0.27,"2005, 2007, 2009, 2011
"
Suv39h2,ENSMUST00000027956.3,suppressor of variegation 3-9 homolog 2 (Drosophila) ,203,1,0,1,0,1,0,1,0,1,mmu-miR-141-3p,-0.06,-0.17,0.37,2011
Arid5b,ENSMUST00000020106.7,AT rich interactive domain 5B (MRF1-like) ,1309,1,1,0,0,2,0,1,1,0,mmu-miR-141-3p,-0.06,-0.06,0.35,2007
March5,ENSMUST00000024078.8,membrane-associated ring finger (C3HC4) 5 ,9447,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.06,-0.27,0.37,"2007, 2009, 2011
"
Socs7,ENSMUST00000045540.3,suppressor of cytokine signaling 7 ,64,2,1,1,0,2,0,2,0,0,mmu-miR-141-3p,-0.06,-0.15,0.37,"2009, 2011
"
Sox11,ENSMUST00000079063.6,SRY (sex determining region Y)-box 11 ,251,1,1,0,0,0,0,0,0,3,mmu-miR-200a-3p,-0.06,-0.11,0.62,"2005, 2007, 2009, 2011
"
Rora,ENSMUST00000034766.8,RAR-related orphan receptor alpha ,953,1,0,1,0,2,0,2,0,1,mmu-miR-141-3p,-0.05,-0.06,0.6,"
"
Itga2,ENSMUST00000056117.8,integrin alpha 2 ,101,1,1,0,0,0,0,0,0,1,mmu-miR-141-3p,-0.05,-0.06,< 0.1,2007
Mrrf,ENSMUST00000028250.3,mitochondrial ribosome recycling factor ,242,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.05,-0.07,< 0.1,"
"
Celf6,ENSMUST00000118549.2,"CUGBP, Elav-like family member 6 ",5,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.05,-0.05,0.37,"2007, 2009, 2011
"
Lifr,ENSMUST00000171588.1,leukemia inhibitory factor receptor ,3637,1,0,0,1,1,0,1,0,1,mmu-miR-141-3p,-0.05,-0.06,0.34,"2005, 2007, 2009, 2011
"
Itpripl2,ENSMUST00000178344.1,"inositol 1,4,5-triphosphate receptor interacting protein-like 2 ",223,1,1,0,0,2,0,1,1,0,mmu-miR-141-3p,-0.05,-0.08,0.54,"2007, 2009, 2011
"
Zbtb21,ENSMUST00000113734.3,zinc finger and BTB domain containing 21 ,513,1,0,1,0,1,0,0,1,0,mmu-miR-141-3p,-0.05,-0.17,0.37,"2007, 2009, 2011
"
Ankrd50,ENSMUST00000094300.3,ankyrin repeat domain 50 ,656,1,0,1,0,0,0,0,0,3,mmu-miR-141-3p,-0.05,-0.06,0.37,"2007, 2011
"
Satb2,ENSMUST00000042857.8,special AT-rich sequence binding protein 2 ,205,1,0,0,1,0,0,0,0,2,mmu-miR-141-3p,-0.05,-0.06,0.34,"2005, 2007, 2009, 2011
"
Hlf,ENSMUST00000004051.7,hepatic leukemia factor ,348,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.05,-0.12,0.37,"2005, 2007, 2009, 2011
"
Pappa,ENSMUST00000084501.3,pregnancy-associated plasma protein A ,33,2,1,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.05,-0.05,0.8,"2005, 2007, 2009, 2011
"
Kcnh7,ENSMUST00000075052.4,"potassium voltage-gated channel, subfamily H (eag-related), member 7 ",5,1,1,0,0,1,0,1,0,3,mmu-miR-141-3p,-0.05,-0.05,< 0.1,"
"
Gabrg3,ENSMUST00000068911.7,"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3 ",9,1,1,0,0,2,0,2,0,2,mmu-miR-141-3p,-0.05,-0.08,< 0.1,"
"
Cadm1,ENSMUST00000114548.2,cell adhesion molecule 1 ,721,1,0,1,0,1,0,1,0,1,mmu-miR-141-3p,-0.05,-0.14,0.51,"2007, 2009, 2011
"
Bnc2,ENSMUST00000176612.2,basonuclin 2 ,291,1,0,0,1,2,0,1,1,1,mmu-miR-200a-3p,-0.05,-0.31,0.49,"2005, 2007, 2011
"
Rims1,ENSMUST00000115273.3,regulating synaptic membrane exocytosis 1 ,27,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.05,-0.05,0.37,"
"
Glcci1,ENSMUST00000064285.9,glucocorticoid induced transcript 1 ,423,1,1,0,0,1,0,1,0,1,mmu-miR-141-3p,-0.05,-0.05,0.34,"2007, 2009, 2011
"
Ccdc85c,ENSMUST00000136175.1,coiled-coil domain containing 85C ,3010,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.05,-0.05,0.37,"
"
Hdac4,ENSMUST00000097644.3,histone deacetylase 4 ,652,1,1,0,0,1,0,1,0,1,mmu-miR-141-3p,-0.05,-0.05,0.38,"2005, 2007
"
Esr2,ENSMUST00000110421.2,estrogen receptor 2 (beta) ,12,1,1,0,0,1,0,1,0,0,mmu-miR-141-3p,-0.05,-0.14,< 0.1,"
"
Jmjd1c,ENSMUST00000051446.10,jumonji domain containing 1C ,1060,1,0,0,1,0,0,0,0,0,mmu-miR-200a-3p,-0.05,-0.06,0.34,"2007, 2011
"
Wdr26,ENSMUST00000162819.2,WD repeat domain 26 ,3481,1,0,1,0,1,0,1,0,2,mmu-miR-200a-3p,-0.05,-0.1,0.37,"2005, 2007, 2009, 2011
"
Mphosph9,ENSMUST00000031344.7,M-phase phosphoprotein 9 ,51,1,0,0,1,1,0,0,1,2,mmu-miR-141-3p,-0.05,-0.08,0.34,"2005, 2007, 2009, 2011
"
Me3,ENSMUST00000032856.7,"malic enzyme 3, NADP(+)-dependent, mitochondrial ",328,1,1,0,0,1,0,0,1,0,mmu-miR-141-3p,-0.05,-0.18,< 0.1,"2009, 2011
"
Phf21a,ENSMUST00000044036.9,PHD finger protein 21A ,306,1,0,0,1,1,0,1,0,0,mmu-miR-200a-3p,-0.05,-0.07,0.34,"2007, 2009, 2011
"
Ank2,ENSMUST00000182704.2,"ankyrin 2, brain ",446,1,0,0,1,0,0,0,0,3,mmu-miR-141-3p,-0.04,-0.05,0.34,"2007, 2009, 2011
"
Tns3,ENSMUST00000020695.7,tensin 3 ,976,1,0,1,0,0,0,0,0,2,mmu-miR-141-3p,-0.04,-0.04,0.37,"2005, 2007, 2009, 2011
"
Ubap1,ENSMUST00000072866.6,ubiquitin-associated protein 1 ,610,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.04,-0.07,0.34,"2005, 2007, 2009, 2011
"
AW554918,ENSMUST00000165400.2,expressed sequence AW554918 ,127,1,1,0,0,3,1,0,2,1,mmu-miR-200a-3p,-0.04,-0.1,< 0.1,"2009, 2011
"
Foxa2,ENSMUST00000109964.2,forkhead box A2 ,267,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.04,-0.18,0.34,"2005, 2007, 2009, 2011
"
Lrrc39,ENSMUST00000029573.5,leucine rich repeat containing 39 ,482,1,0,0,1,1,0,1,0,0,mmu-miR-141-3p,-0.04,-0.1,ORF,"
"
Rc3h2,ENSMUST00000100143.4,ring finger and CCCH-type zinc finger domains 2 ,178,1,0,1,0,2,1,0,1,1,mmu-miR-141-3p,-0.04,-0.15,0.37,"2009, 2011
"
Sidt2,ENSMUST00000038488.10,"SID1 transmembrane family, member 2 ",1715,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.04,-0.04,0.37,"2007, 2009, 2011
"
Atp7b,ENSMUST00000006742.5,"ATPase, Cu++ transporting, beta polypeptide ",173,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.04,-0.04,< 0.1,"2005, 2007
"
Zmat4,ENSMUST00000042352.5,"zinc finger, matrin type 4 ",27,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.04,-0.04,0.37,"2007, 2009, 2011
"
Magi2,ENSMUST00000101558.4,"membrane associated guanylate kinase, WW and PDZ domain containing 2 ",129,1,0,0,1,0,0,0,0,1,mmu-miR-141-3p,-0.04,-0.06,0.34,"2005, 2007, 2011
"
Usp9x,ENSMUST00000089302.5,"ubiquitin specific peptidase 9, X chromosome ",5,1,0,1,0,1,0,1,0,2,mmu-miR-141-3p,-0.04,-0.04,0.6,"2005, 2007, 2009, 2011
"
Nptx1,ENSMUST00000026670.4,neuronal pentraxin 1 ,13,1,0,1,0,1,0,1,0,0,mmu-miR-141-3p,-0.04,-0.04,0.6,"2007, 2009, 2011
"
Hipk1,ENSMUST00000118317.2,homeodomain interacting protein kinase 1 ,2362,1,1,0,0,1,0,0,1,0,mmu-miR-141-3p,-0.04,-0.04,< 0.1,"2005, 2007, 2009, 2011
"
Agk,ENSMUST00000031977.8,acylglycerol kinase ,199,1,1,0,0,1,0,0,1,1,mmu-miR-141-3p,-0.04,-0.27,< 0.1,"
"
Kmt2a,ENSMUST00000114689.2,lysine (K)-specific methyltransferase 2A ,1581,1,1,0,0,1,0,0,1,0,mmu-miR-141-3p,-0.04,-0.04,0.72,"2007, 2009, 2011
"
Zbtb18,ENSMUST00000094276.3,zinc finger and BTB domain containing 18 ,46,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.04,-0.04,0.37,"2007, 2009, 2011
"
Jade1,ENSMUST00000026865.9,jade family PHD finger 1 ,8633,1,0,0,1,1,1,0,0,0,mmu-miR-141-3p,-0.04,-0.07,0.34,"2007, 2009, 2011
"
Snx18,ENSMUST00000109241.3,sorting nexin 18 ,82,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.04,-0.12,0.37,"2009, 2011
"
D16Ertd472e,ENSMUST00000114220.2,"DNA segment, Chr 16, ERATO Doi 472, expressed ",108,1,1,0,0,0,0,0,0,3,mmu-miR-141-3p,-0.04,-0.07,0.44,"2009, 2011
"
Slit3,ENSMUST00000069837.3,slit homolog 3 (Drosophila) ,788,1,1,0,0,0,0,0,0,1,mmu-miR-141-3p,-0.04,-0.05,< 0.1,"
"
Rhobtb1,ENSMUST00000020101.6,Rho-related BTB domain containing 1 ,93,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.04,-0.08,0.29,"2009, 2011
"
Onecut1,ENSMUST00000056006.10,"one cut domain, family member 1 ",487,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.04,-0.08,0.34,"
"
C530008M17Rik,ENSMUST00000163347.2,RIKEN cDNA C530008M17 gene ,74,1,0,0,1,0,0,0,0,1,mmu-miR-141-3p,-0.04,-0.05,0.34,2011
Elmsan1,ENSMUST00000046266.7,ELM2 and Myb/SANT-like domain containing 1 ,220,1,1,0,0,1,0,0,1,0,mmu-miR-141-3p,-0.04,-0.04,< 0.1,"2007, 2011
"
Peli2,ENSMUST00000073150.4,pellino 2 ,489,1,0,0,1,0,0,0,0,1,mmu-miR-141-3p,-0.04,-0.18,0.34,"2005, 2007, 2009, 2011
"
Lgi2,ENSMUST00000039750.5,"leucine-rich repeat LGI family, member 2 ",122,1,0,1,0,1,0,0,1,1,mmu-miR-141-3p,-0.04,-0.04,0.37,"2005, 2007, 2009, 2011
"
Gli2,ENSMUST00000062483.9,GLI-Kruppel family member GLI2 ,22,1,0,1,0,1,0,0,1,0,mmu-miR-141-3p,-0.04,-0.04,0.37,"2005, 2007, 2009, 2011
"
Pkn2,ENSMUST00000043812.9,protein kinase N2 ,374,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.03,-0.1,< 0.1,"2007, 2011
"
Vezt,ENSMUST00000119818.2,"vezatin, adherens junctions transmembrane protein ",394,1,1,0,0,1,0,1,0,2,mmu-miR-141-3p,-0.03,-0.12,0.2,"
"
Kif1b,ENSMUST00000060537.7,kinesin family member 1B ,189,1,0,0,1,0,0,0,0,1,mmu-miR-141-3p,-0.03,-0.03,0.34,"2005, 2007, 2009, 2011
"
Ptprd,ENSMUST00000107289.3,"protein tyrosine phosphatase, receptor type, D ",575,1,1,0,0,1,0,1,0,1,mmu-miR-141-3p,-0.03,-0.17,0.77,"2007, 2009, 2011
"
Qser1,ENSMUST00000117237.1,glutamine and serine rich 1 ,215,2,2,0,0,0,0,0,0,1,mmu-miR-141-3p,-0.03,-0.06,0.85,"2007, 2009, 2011
"
Fam160a2,ENSMUST00000179474.2,"family with sequence similarity 160, member A2 ",112,1,1,0,0,2,0,1,1,0,mmu-miR-141-3p,-0.03,-0.06,< 0.1,"
"
Wsb2,ENSMUST00000031309.10,WD repeat and SOCS box-containing 2 ,170,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.03,-0.15,< 0.1,"2005, 2007, 2009, 2011
"
Mynn,ENSMUST00000047502.7,myoneurin ,430,1,0,1,0,2,0,1,1,1,mmu-miR-200a-3p,-0.03,-0.21,0.37,"2009, 2011
"
Tial1,ENSMUST00000106226.3,Tia1 cytotoxic granule-associated RNA binding protein-like 1 ,754,1,0,1,0,1,1,0,0,2,mmu-miR-141-3p,-0.03,-0.26,0.37,"2007, 2009, 2011
"
A130010J15Rik,ENSMUST00000178744.1,RIKEN cDNA A130010J15 gene ,318,1,0,1,0,0,0,0,0,1,mmu-miR-200a-3p,-0.03,-0.16,0.37,2011
Wdr52,ENSMUST00000099742.3,WD repeat domain 52 ,92,1,0,1,0,1,1,0,0,1,mmu-miR-141-3p,-0.03,-0.14,0.37,"
"
Chic2,ENSMUST00000075452.5,cysteine-rich hydrophobic domain 2 ,492,1,1,0,0,2,0,2,0,3,mmu-miR-200a-3p,-0.03,-0.28,0.37,"
"
G2e3,ENSMUST00000054308.7,G2/M-phase specific E3 ubiquitin ligase ,1935,1,1,0,0,1,0,1,0,3,mmu-miR-141-3p,-0.03,-0.13,< 0.1,"2007, 2011
"
Cacna2d1,ENSMUST00000078272.7,"calcium channel, voltage-dependent, alpha2/delta subunit 1 ",3037,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.03,-0.03,0.34,"2009, 2011
"
Sv2a,ENSMUST00000035371.8,synaptic vesicle glycoprotein 2 a ,46,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.03,-0.03,< 0.1,"2005, 2007, 2009, 2011
"
Kdm4a,ENSMUST00000106406.3,lysine (K)-specific demethylase 4A ,1341,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.03,-0.03,< 0.1,"2007, 2011
"
Spock2,ENSMUST00000121820.3,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2 ",896,1,0,0,1,1,0,1,0,1,mmu-miR-141-3p,-0.03,-0.04,0.34,"2005, 2007
"
Csnk2a1,ENSMUST00000099224.4,"casein kinase 2, alpha 1 polypeptide ",2027,1,0,1,0,1,1,0,0,3,mmu-miR-141-3p,-0.03,-0.06,0.37,"2005, 2007, 2009, 2011
"
Garem,ENSMUST00000049260.6,"GRB2 associated, regulator of MAPK1 ",212,1,0,1,0,0,0,0,0,2,mmu-miR-141-3p,-0.03,-0.05,0.37,"
"
Nfia,ENSMUST00000092532.7,nuclear factor I/A ,153,2,0,1,1,0,0,0,0,1,mmu-miR-141-3p,-0.03,-0.04,0.58,"2009, 2011
"
Cdk6,ENSMUST00000165117.2,cyclin-dependent kinase 6 ,1100,1,0,0,1,2,0,1,1,0,mmu-miR-141-3p,-0.03,-0.15,0.34,"2005, 2007, 2009, 2011
"
Dennd2d,ENSMUST00000029508.5,DENN/MADD domain containing 2D ,154,1,0,0,1,1,0,1,0,1,mmu-miR-200a-3p,-0.03,-0.16,0.34,"
"
Cpsf7,ENSMUST00000038379.3,cleavage and polyadenylation specific factor 7 ,1459,1,0,0,1,0,0,0,0,1,mmu-miR-141-3p,-0.03,-0.03,0.34,"2007, 2009, 2011
"
Bace1,ENSMUST00000034591.5,beta-site APP cleaving enzyme 1 ,924,1,1,0,0,0,0,0,0,1,mmu-miR-141-3p,-0.03,-0.03,< 0.1,"2005, 2007, 2009, 2011
"
Nufip2,ENSMUST00000100802.5,nuclear fragile X mental retardation protein interacting protein 2 ,1959,1,0,1,0,1,0,0,1,0,mmu-miR-141-3p,-0.03,-0.23,0.37,"2009, 2011
"
Ccdc117,ENSMUST00000020776.4,coiled-coil domain containing 117 ,586,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.03,-0.03,< 0.1,"2007, 2009, 2011
"
Ptprq,ENSMUST00000050702.7,"protein tyrosine phosphatase, receptor type, Q ",9,1,0,0,1,0,0,0,0,1,mmu-miR-200a-3p,-0.03,-0.03,0.34,"
"
Rgs7bp,ENSMUST00000063551.5,regulator of G-protein signalling 7 binding protein ,26,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.03,-0.03,0.34,"2007, 2009, 2011
"
Tcf4,ENSMUST00000078486.7,transcription factor 4 ,2787,1,0,0,1,0,0,0,0,2,mmu-miR-141-3p,-0.02,-0.03,0.34,"2007, 2009, 2011
"
Tnik,ENSMUST00000159236.3,TRAF2 and NCK interacting kinase ,209,1,1,0,0,1,0,1,0,2,mmu-miR-141-3p,-0.02,-0.05,0.77,2011
